axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
ability,neurological,neuroatypical,(none),dispreferred,woman,women,female,a neuroatypical woman,neuroatypical women,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,(none),(none),(none),neurodivergent,neurodivergent,descriptor
ability,neurological,neurodivergent,(none),dispreferred,boy,boys,male,a neurodivergent boy,neurodivergent boys,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,bro,bros,male,a neurodivergent bro,neurodivergent bros,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,brother,brothers,male,a neurodivergent brother,neurodivergent brothers,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,child,children,neutral,a neurodivergent child,neurodivergent children,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,dad,dads,male,a neurodivergent dad,neurodivergent dads,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,daughter,daughters,female,a neurodivergent daughter,neurodivergent daughters,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,father,fathers,male,a neurodivergent father,neurodivergent fathers,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,girl,girls,female,a neurodivergent girl,neurodivergent girls,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,grandfather,grandfathers,male,a neurodivergent grandfather,neurodivergent grandfathers,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,grandma,grandmas,female,a neurodivergent grandma,neurodivergent grandmas,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,grandmother,grandmothers,female,a neurodivergent grandmother,neurodivergent grandmothers,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,grandpa,grandpas,male,a neurodivergent grandpa,neurodivergent grandpas,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,grandparent,grandparents,neutral,a neurodivergent grandparent,neurodivergent grandparents,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,guy,guys,male,a neurodivergent guy,neurodivergent guys,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,husband,husbands,male,a neurodivergent husband,neurodivergent husbands,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,individual,individuals,neutral,a neurodivergent individual,neurodivergent individuals,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,kid,kids,neutral,a neurodivergent kid,neurodivergent kids,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,lady,ladies,female,a neurodivergent lady,neurodivergent ladies,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,man,men,male,a neurodivergent man,neurodivergent men,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,mom,moms,female,a neurodivergent mom,neurodivergent moms,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,mother,mothers,female,a neurodivergent mother,neurodivergent mothers,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,parent,parents,neutral,a neurodivergent parent,neurodivergent parents,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,person,people,neutral,a neurodivergent person,neurodivergent people,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,sibling,siblings,neutral,a neurodivergent sibling,neurodivergent siblings,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,sister,sisters,female,a neurodivergent sister,neurodivergent sisters,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,son,sons,male,a neurodivergent son,neurodivergent sons,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,spouse,spouses,neutral,a neurodivergent spouse,neurodivergent spouses,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,veteran,veterans,neutral,a neurodivergent veteran,neurodivergent veterans,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,wife,wives,female,a neurodivergent wife,neurodivergent wives,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,woman,women,female,a neurodivergent woman,neurodivergent women,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,(none),(none),(none),neurodiverse,neurodiverse,descriptor
ability,neurological,neurodiverse,(none),dispreferred,boy,boys,male,a neurodiverse boy,neurodiverse boys,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,bro,bros,male,a neurodiverse bro,neurodiverse bros,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,brother,brothers,male,a neurodiverse brother,neurodiverse brothers,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,child,children,neutral,a neurodiverse child,neurodiverse children,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,dad,dads,male,a neurodiverse dad,neurodiverse dads,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,daughter,daughters,female,a neurodiverse daughter,neurodiverse daughters,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,father,fathers,male,a neurodiverse father,neurodiverse fathers,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,girl,girls,female,a neurodiverse girl,neurodiverse girls,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,grandfather,grandfathers,male,a neurodiverse grandfather,neurodiverse grandfathers,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,grandma,grandmas,female,a neurodiverse grandma,neurodiverse grandmas,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,grandmother,grandmothers,female,a neurodiverse grandmother,neurodiverse grandmothers,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,grandpa,grandpas,male,a neurodiverse grandpa,neurodiverse grandpas,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,grandparent,grandparents,neutral,a neurodiverse grandparent,neurodiverse grandparents,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,guy,guys,male,a neurodiverse guy,neurodiverse guys,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,husband,husbands,male,a neurodiverse husband,neurodiverse husbands,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,individual,individuals,neutral,a neurodiverse individual,neurodiverse individuals,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,kid,kids,neutral,a neurodiverse kid,neurodiverse kids,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,lady,ladies,female,a neurodiverse lady,neurodiverse ladies,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,man,men,male,a neurodiverse man,neurodiverse men,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,mom,moms,female,a neurodiverse mom,neurodiverse moms,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,mother,mothers,female,a neurodiverse mother,neurodiverse mothers,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,parent,parents,neutral,a neurodiverse parent,neurodiverse parents,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,person,people,neutral,a neurodiverse person,neurodiverse people,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,sibling,siblings,neutral,a neurodiverse sibling,neurodiverse siblings,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,sister,sisters,female,a neurodiverse sister,neurodiverse sisters,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,son,sons,male,a neurodiverse son,neurodiverse sons,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,spouse,spouses,neutral,a neurodiverse spouse,neurodiverse spouses,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,veteran,veterans,neutral,a neurodiverse veteran,neurodiverse veterans,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,wife,wives,female,a neurodiverse wife,neurodiverse wives,descriptor_noun
ability,neurological,neurodiverse,(none),dispreferred,woman,women,female,a neurodiverse woman,neurodiverse women,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,(none),(none),(none),neurotypical,neurotypical,descriptor
ability,neurological,neurotypical,(none),dispreferred,boy,boys,male,a neurotypical boy,neurotypical boys,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,bro,bros,male,a neurotypical bro,neurotypical bros,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,brother,brothers,male,a neurotypical brother,neurotypical brothers,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,child,children,neutral,a neurotypical child,neurotypical children,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,dad,dads,male,a neurotypical dad,neurotypical dads,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,daughter,daughters,female,a neurotypical daughter,neurotypical daughters,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,father,fathers,male,a neurotypical father,neurotypical fathers,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,girl,girls,female,a neurotypical girl,neurotypical girls,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,grandfather,grandfathers,male,a neurotypical grandfather,neurotypical grandfathers,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,grandma,grandmas,female,a neurotypical grandma,neurotypical grandmas,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,grandmother,grandmothers,female,a neurotypical grandmother,neurotypical grandmothers,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,grandpa,grandpas,male,a neurotypical grandpa,neurotypical grandpas,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,grandparent,grandparents,neutral,a neurotypical grandparent,neurotypical grandparents,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,guy,guys,male,a neurotypical guy,neurotypical guys,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,husband,husbands,male,a neurotypical husband,neurotypical husbands,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,individual,individuals,neutral,a neurotypical individual,neurotypical individuals,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,kid,kids,neutral,a neurotypical kid,neurotypical kids,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,lady,ladies,female,a neurotypical lady,neurotypical ladies,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,man,men,male,a neurotypical man,neurotypical men,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,mom,moms,female,a neurotypical mom,neurotypical moms,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,mother,mothers,female,a neurotypical mother,neurotypical mothers,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,parent,parents,neutral,a neurotypical parent,neurotypical parents,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,person,people,neutral,a neurotypical person,neurotypical people,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,sibling,siblings,neutral,a neurotypical sibling,neurotypical siblings,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,sister,sisters,female,a neurotypical sister,neurotypical sisters,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,son,sons,male,a neurotypical son,neurotypical sons,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,spouse,spouses,neutral,a neurotypical spouse,neurotypical spouses,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,veteran,veterans,neutral,a neurotypical veteran,neurotypical veterans,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,wife,wives,female,a neurotypical wife,neurotypical wives,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,woman,women,female,a neurotypical woman,neurotypical women,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,(none),(none),(none),non-neurotypical,non-neurotypical,descriptor
ability,neurological,non-neurotypical,(none),dispreferred,boy,boys,male,a non-neurotypical boy,non-neurotypical boys,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,bro,bros,male,a non-neurotypical bro,non-neurotypical bros,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,brother,brothers,male,a non-neurotypical brother,non-neurotypical brothers,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,child,children,neutral,a non-neurotypical child,non-neurotypical children,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,dad,dads,male,a non-neurotypical dad,non-neurotypical dads,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,daughter,daughters,female,a non-neurotypical daughter,non-neurotypical daughters,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,father,fathers,male,a non-neurotypical father,non-neurotypical fathers,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,girl,girls,female,a non-neurotypical girl,non-neurotypical girls,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,grandfather,grandfathers,male,a non-neurotypical grandfather,non-neurotypical grandfathers,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,grandma,grandmas,female,a non-neurotypical grandma,non-neurotypical grandmas,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,grandmother,grandmothers,female,a non-neurotypical grandmother,non-neurotypical grandmothers,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,grandpa,grandpas,male,a non-neurotypical grandpa,non-neurotypical grandpas,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,grandparent,grandparents,neutral,a non-neurotypical grandparent,non-neurotypical grandparents,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,guy,guys,male,a non-neurotypical guy,non-neurotypical guys,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,husband,husbands,male,a non-neurotypical husband,non-neurotypical husbands,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,individual,individuals,neutral,a non-neurotypical individual,non-neurotypical individuals,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,kid,kids,neutral,a non-neurotypical kid,non-neurotypical kids,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,lady,ladies,female,a non-neurotypical lady,non-neurotypical ladies,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,man,men,male,a non-neurotypical man,non-neurotypical men,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,mom,moms,female,a non-neurotypical mom,non-neurotypical moms,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,mother,mothers,female,a non-neurotypical mother,non-neurotypical mothers,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,parent,parents,neutral,a non-neurotypical parent,non-neurotypical parents,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,person,people,neutral,a non-neurotypical person,non-neurotypical people,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,sibling,siblings,neutral,a non-neurotypical sibling,non-neurotypical siblings,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,sister,sisters,female,a non-neurotypical sister,non-neurotypical sisters,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,son,sons,male,a non-neurotypical son,non-neurotypical sons,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,spouse,spouses,neutral,a non-neurotypical spouse,non-neurotypical spouses,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,veteran,veterans,neutral,a non-neurotypical veteran,non-neurotypical veterans,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,wife,wives,female,a non-neurotypical wife,non-neurotypical wives,descriptor_noun
ability,neurological,non-neurotypical,(none),dispreferred,woman,women,female,a non-neurotypical woman,non-neurotypical women,descriptor_noun
ability,speech,aphasic,(none),dispreferred,(none),(none),(none),aphasic,aphasic,descriptor
ability,speech,aphasic,(none),dispreferred,boy,boys,male,an aphasic boy,aphasic boys,descriptor_noun
ability,speech,aphasic,(none),dispreferred,bro,bros,male,an aphasic bro,aphasic bros,descriptor_noun
ability,speech,aphasic,(none),dispreferred,brother,brothers,male,an aphasic brother,aphasic brothers,descriptor_noun
ability,speech,aphasic,(none),dispreferred,child,children,neutral,an aphasic child,aphasic children,descriptor_noun
ability,speech,aphasic,(none),dispreferred,dad,dads,male,an aphasic dad,aphasic dads,descriptor_noun
ability,speech,aphasic,(none),dispreferred,daughter,daughters,female,an aphasic daughter,aphasic daughters,descriptor_noun
ability,speech,aphasic,(none),dispreferred,father,fathers,male,an aphasic father,aphasic fathers,descriptor_noun
ability,speech,aphasic,(none),dispreferred,girl,girls,female,an aphasic girl,aphasic girls,descriptor_noun
ability,speech,aphasic,(none),dispreferred,grandfather,grandfathers,male,an aphasic grandfather,aphasic grandfathers,descriptor_noun
ability,speech,aphasic,(none),dispreferred,grandma,grandmas,female,an aphasic grandma,aphasic grandmas,descriptor_noun
ability,speech,aphasic,(none),dispreferred,grandmother,grandmothers,female,an aphasic grandmother,aphasic grandmothers,descriptor_noun
ability,speech,aphasic,(none),dispreferred,grandpa,grandpas,male,an aphasic grandpa,aphasic grandpas,descriptor_noun
ability,speech,aphasic,(none),dispreferred,grandparent,grandparents,neutral,an aphasic grandparent,aphasic grandparents,descriptor_noun
ability,speech,aphasic,(none),dispreferred,guy,guys,male,an aphasic guy,aphasic guys,descriptor_noun
ability,speech,aphasic,(none),dispreferred,husband,husbands,male,an aphasic husband,aphasic husbands,descriptor_noun
ability,speech,aphasic,(none),dispreferred,individual,individuals,neutral,an aphasic individual,aphasic individuals,descriptor_noun
ability,speech,aphasic,(none),dispreferred,kid,kids,neutral,an aphasic kid,aphasic kids,descriptor_noun
ability,speech,aphasic,(none),dispreferred,lady,ladies,female,an aphasic lady,aphasic ladies,descriptor_noun
ability,speech,aphasic,(none),dispreferred,man,men,male,an aphasic man,aphasic men,descriptor_noun
ability,speech,aphasic,(none),dispreferred,mom,moms,female,an aphasic mom,aphasic moms,descriptor_noun
ability,speech,aphasic,(none),dispreferred,mother,mothers,female,an aphasic mother,aphasic mothers,descriptor_noun
ability,speech,aphasic,(none),dispreferred,parent,parents,neutral,an aphasic parent,aphasic parents,descriptor_noun
ability,speech,aphasic,(none),dispreferred,person,people,neutral,an aphasic person,aphasic people,descriptor_noun
ability,speech,aphasic,(none),dispreferred,sibling,siblings,neutral,an aphasic sibling,aphasic siblings,descriptor_noun
ability,speech,aphasic,(none),dispreferred,sister,sisters,female,an aphasic sister,aphasic sisters,descriptor_noun
ability,speech,aphasic,(none),dispreferred,son,sons,male,an aphasic son,aphasic sons,descriptor_noun
ability,speech,aphasic,(none),dispreferred,spouse,spouses,neutral,an aphasic spouse,aphasic spouses,descriptor_noun
ability,speech,aphasic,(none),dispreferred,veteran,veterans,neutral,an aphasic veteran,aphasic veterans,descriptor_noun
ability,speech,aphasic,(none),dispreferred,wife,wives,female,an aphasic wife,aphasic wives,descriptor_noun
ability,speech,aphasic,(none),dispreferred,woman,women,female,an aphasic woman,aphasic women,descriptor_noun
ability,speech,mute,(none),dispreferred,(none),(none),(none),mute,mute,descriptor
ability,speech,mute,(none),dispreferred,boy,boys,male,a mute boy,mute boys,descriptor_noun
ability,speech,mute,(none),dispreferred,bro,bros,male,a mute bro,mute bros,descriptor_noun
ability,speech,mute,(none),dispreferred,brother,brothers,male,a mute brother,mute brothers,descriptor_noun
ability,speech,mute,(none),dispreferred,child,children,neutral,a mute child,mute children,descriptor_noun
ability,speech,mute,(none),dispreferred,dad,dads,male,a mute dad,mute dads,descriptor_noun
ability,speech,mute,(none),dispreferred,daughter,daughters,female,a mute daughter,mute daughters,descriptor_noun
ability,speech,mute,(none),dispreferred,father,fathers,male,a mute father,mute fathers,descriptor_noun
ability,speech,mute,(none),dispreferred,girl,girls,female,a mute girl,mute girls,descriptor_noun
ability,speech,mute,(none),dispreferred,grandfather,grandfathers,male,a mute grandfather,mute grandfathers,descriptor_noun
ability,speech,mute,(none),dispreferred,grandma,grandmas,female,a mute grandma,mute grandmas,descriptor_noun
ability,speech,mute,(none),dispreferred,grandmother,grandmothers,female,a mute grandmother,mute grandmothers,descriptor_noun
ability,speech,mute,(none),dispreferred,grandpa,grandpas,male,a mute grandpa,mute grandpas,descriptor_noun
ability,speech,mute,(none),dispreferred,grandparent,grandparents,neutral,a mute grandparent,mute grandparents,descriptor_noun
ability,speech,mute,(none),dispreferred,guy,guys,male,a mute guy,mute guys,descriptor_noun
ability,speech,mute,(none),dispreferred,husband,husbands,male,a mute husband,mute husbands,descriptor_noun
ability,speech,mute,(none),dispreferred,individual,individuals,neutral,a mute individual,mute individuals,descriptor_noun
ability,speech,mute,(none),dispreferred,kid,kids,neutral,a mute kid,mute kids,descriptor_noun
ability,speech,mute,(none),dispreferred,lady,ladies,female,a mute lady,mute ladies,descriptor_noun
ability,speech,mute,(none),dispreferred,man,men,male,a mute man,mute men,descriptor_noun
ability,speech,mute,(none),dispreferred,mom,moms,female,a mute mom,mute moms,descriptor_noun
ability,speech,mute,(none),dispreferred,mother,mothers,female,a mute mother,mute mothers,descriptor_noun
ability,speech,mute,(none),dispreferred,parent,parents,neutral,a mute parent,mute parents,descriptor_noun
ability,speech,mute,(none),dispreferred,person,people,neutral,a mute person,mute people,descriptor_noun
ability,speech,mute,(none),dispreferred,sibling,siblings,neutral,a mute sibling,mute siblings,descriptor_noun
ability,speech,mute,(none),dispreferred,sister,sisters,female,a mute sister,mute sisters,descriptor_noun
ability,speech,mute,(none),dispreferred,son,sons,male,a mute son,mute sons,descriptor_noun
ability,speech,mute,(none),dispreferred,spouse,spouses,neutral,a mute spouse,mute spouses,descriptor_noun
ability,speech,mute,(none),dispreferred,veteran,veterans,neutral,a mute veteran,mute veterans,descriptor_noun
ability,speech,mute,(none),dispreferred,wife,wives,female,a mute wife,mute wives,descriptor_noun
ability,speech,mute,(none),dispreferred,woman,women,female,a mute woman,mute women,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,(none),(none),(none),speech-impaired,speech-impaired,descriptor
ability,speech,speech-impaired,(none),dispreferred,boy,boys,male,a speech-impaired boy,speech-impaired boys,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,bro,bros,male,a speech-impaired bro,speech-impaired bros,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,brother,brothers,male,a speech-impaired brother,speech-impaired brothers,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,child,children,neutral,a speech-impaired child,speech-impaired children,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,dad,dads,male,a speech-impaired dad,speech-impaired dads,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,daughter,daughters,female,a speech-impaired daughter,speech-impaired daughters,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,father,fathers,male,a speech-impaired father,speech-impaired fathers,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,girl,girls,female,a speech-impaired girl,speech-impaired girls,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,grandfather,grandfathers,male,a speech-impaired grandfather,speech-impaired grandfathers,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,grandma,grandmas,female,a speech-impaired grandma,speech-impaired grandmas,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,grandmother,grandmothers,female,a speech-impaired grandmother,speech-impaired grandmothers,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,grandpa,grandpas,male,a speech-impaired grandpa,speech-impaired grandpas,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,grandparent,grandparents,neutral,a speech-impaired grandparent,speech-impaired grandparents,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,guy,guys,male,a speech-impaired guy,speech-impaired guys,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,husband,husbands,male,a speech-impaired husband,speech-impaired husbands,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,individual,individuals,neutral,a speech-impaired individual,speech-impaired individuals,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,kid,kids,neutral,a speech-impaired kid,speech-impaired kids,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,lady,ladies,female,a speech-impaired lady,speech-impaired ladies,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,man,men,male,a speech-impaired man,speech-impaired men,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,mom,moms,female,a speech-impaired mom,speech-impaired moms,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,mother,mothers,female,a speech-impaired mother,speech-impaired mothers,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,parent,parents,neutral,a speech-impaired parent,speech-impaired parents,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,person,people,neutral,a speech-impaired person,speech-impaired people,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,sibling,siblings,neutral,a speech-impaired sibling,speech-impaired siblings,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,sister,sisters,female,a speech-impaired sister,speech-impaired sisters,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,son,sons,male,a speech-impaired son,speech-impaired sons,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,spouse,spouses,neutral,a speech-impaired spouse,speech-impaired spouses,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,veteran,veterans,neutral,a speech-impaired veteran,speech-impaired veterans,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,wife,wives,female,a speech-impaired wife,speech-impaired wives,descriptor_noun
ability,speech,speech-impaired,(none),dispreferred,woman,women,female,a speech-impaired woman,speech-impaired women,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,(none),(none),(none),able-bodied,able-bodied,descriptor
ability,unspecific,able-bodied,(none),dispreferred,boy,boys,male,an able-bodied boy,able-bodied boys,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,bro,bros,male,an able-bodied bro,able-bodied bros,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,brother,brothers,male,an able-bodied brother,able-bodied brothers,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,child,children,neutral,an able-bodied child,able-bodied children,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,dad,dads,male,an able-bodied dad,able-bodied dads,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,daughter,daughters,female,an able-bodied daughter,able-bodied daughters,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,father,fathers,male,an able-bodied father,able-bodied fathers,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,girl,girls,female,an able-bodied girl,able-bodied girls,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,grandfather,grandfathers,male,an able-bodied grandfather,able-bodied grandfathers,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,grandma,grandmas,female,an able-bodied grandma,able-bodied grandmas,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,grandmother,grandmothers,female,an able-bodied grandmother,able-bodied grandmothers,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,grandpa,grandpas,male,an able-bodied grandpa,able-bodied grandpas,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,grandparent,grandparents,neutral,an able-bodied grandparent,able-bodied grandparents,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,guy,guys,male,an able-bodied guy,able-bodied guys,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,husband,husbands,male,an able-bodied husband,able-bodied husbands,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,individual,individuals,neutral,an able-bodied individual,able-bodied individuals,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,kid,kids,neutral,an able-bodied kid,able-bodied kids,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,lady,ladies,female,an able-bodied lady,able-bodied ladies,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,man,men,male,an able-bodied man,able-bodied men,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,mom,moms,female,an able-bodied mom,able-bodied moms,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,mother,mothers,female,an able-bodied mother,able-bodied mothers,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,parent,parents,neutral,an able-bodied parent,able-bodied parents,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,person,people,neutral,an able-bodied person,able-bodied people,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,sibling,siblings,neutral,an able-bodied sibling,able-bodied siblings,descriptor_noun
